day,trades,volume_quote,price_open,price_close,price_low,price_high,max_delta_within_leg,max_delta_between_legs,bound_within_leg_delta_0.02,bound_within_leg_source_0.02,bound_within_leg_delta_0.05,bound_within_leg_source_0.05,bound_within_leg_delta_0.1,bound_within_leg_source_0.1,bound_within_leg_delta_0.5,bound_within_leg_source_0.5,bound_between_legs_delta_0.02,bound_between_legs_source_0.02,bound_between_legs_gap_seconds_0.02,bound_between_legs_delta_0.05,bound_between_legs_source_0.05,bound_between_legs_gap_seconds_0.05,bound_between_legs_delta_0.1,bound_between_legs_source_0.1,bound_between_legs_gap_seconds_0.1,bound_between_legs_delta_0.5,bound_between_legs_source_0.5,bound_between_legs_gap_seconds_0.5,thin_depth_5pct_within_leg,thin_depth_5pct_between_legs,manipulation_cheap_within_leg,manipulation_cheap_between_legs
2026-02-11,189,15.1086958,1.0573946135489993,1.0565213513490004,1.05647137385,1.0574726486489994,,0.0009477538377121830805581557,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12,187,11.7440624,1.0574726486489994,1.0575806972494997,1.0561476108995005,1.0580503890994994,,0.0018016214593131925910782998,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13,191,167.6720674,1.0566412973490005,1.0567062680995003,1.0566412973490005,1.0578885931244997,,0.0009496398664491865036288665,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-14,183,14.8473691,1.0567332559490004,1.0576847440489996,1.0567332559490004,1.0576847440489996,,0.0009004051823321440961037252,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-15,275,28.1063003,1.05777878635,1.05777878635,1.05682721365,1.05777878635,0.0000011782723236872660389443,0.000900405182332049422240008,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-16,144,61.872311,1.05777878635,1.0578668259494999,1.0569151740495004,1.0578668259494999,,0.0009004051823320019656681483,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-17,110,4.9719872,1.0579578668989995,1.0570331209495003,1.0570061330990004,1.0579848790494997,,0.0009004051823320494648322482,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-18,148,6.3539485,1.0570331209495003,1.0571690597495,1.0570331209495003,1.05804890785,,0.0009004051823322387899740818,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-19,98,27.3550636,1.0571690597495,1.0572390282495001,1.0571690597495,1.0581909717494997,0.0000000945894816496405599697,0.0009004051823320968216920797,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-20,150,140.57456,1.0582119811994997,1.058296019,1.0572600187995003,1.0587580254,,0.0013553409579422377641573368,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-21,93,182.1328489,1.058296019,1.0574269436500001,1.0573519774,1.05837905635,,0.0009004051823320493796621821,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-22,2715,326472.1751837,1.0574269436500001,1.0575149040495002,0.9867593465080258,106.7372828,0.0039196451642944242463960515,99.9405741370338969288685443424,,,,,,,,,0.0000084,263454449283014657-0,36,0.0000084,263454449283014657-0,36,0.0000084,263454449283014657-0,36,0.0000084,263454449283014657-0,36,,yes,,yes
2026-02-23,3295,567.7809441,1.0584670959495,1.0575458900990007,1.0458748127801682,1.0685176241296924,0.0002214055619477988572154414,0.011914065025264961543929437,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24,2039,285.0142377,1.0584981098989996,1.0586496719883412,1.0439871635478764,1.06262,0.0000012169280219998152550842,0.0175348068473429824396303476,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-25,427,34774.4054521,1.0577189127199687,1.0577322096520196,1.055024402999003,1.059151379098999,0.0021018917025323734376485344,0.0039117352056167557671175497,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-26,174,365.1190132,1.05876322915,1.0588332606494997,1.05781077085,1.0588332606494997,0.0000009531413011695865007348,0.0009747452980746348442221786,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-27,172,9.5266041,1.0578818478818479,1.0588781170019654,1.05787474205,1.0588782809000001,0.0000067170373157718006941705,0.0009004051823321439468348775,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-28,324,18.3557654,1.0588781170019654,1.0589192993494998,1.0579667006495002,1.0589192993494998,0.0000038240543799893334239921,0.00090031127625760588306648,,,,,,,,,,,,,,,,,,,,,,,,
